"","chr","pos","neg_log10p"
"57","chrX",1436075,0.48763922978615
"58","chrX",1456075,0.495888087030972
"59","chrX",1476075,0.540840798219969
"60","chrX",1496075,0.550354894722422
"61","chrX",1516075,0.560487479160125
"62","chrX",1536075,0.543852181812021
"63","chrX",1556075,0.682953397958436
"64","chrX",1576075,0.601209189914289
"65","chrX",1596075,0.63787227092006
"66","chrX",1616075,0.589422277143334
"67","chrX",1636075,0.567101093847876
"68","chrX",1656075,0.526908109044093
"69","chrX",1676075,0.542598407798976
"70","chrX",1696075,0.518233304171595
"71","chrX",1716075,0.480203401142776
"72","chrX",1736075,0.421313432061102
"73","chrX",1756075,0.417365114613761
"74","chrX",1776075,0.424322425015947
"75","chrX",1796075,0.393786738084439
"76","chrX",1816075,0.368846943303947
"77","chrX",1836075,0.420835804595066
"78","chrX",1856075,0.50066063583056
"79","chrX",1876075,0.433889946236738
"80","chrX",1896075,0.335861513981198
"81","chrX",1916075,0.261216865630663
"82","chrX",1936075,0.223304596592137
"83","chrX",1956075,0.213141456999672
"84","chrX",1976075,0.219473813317834
"85","chrX",1996075,0.270205096951128
"86","chrX",2016075,0.307719735657294
"87","chrX",2036075,0.280883223970759
"88","chrX",2056075,0.325732236734567
"89","chrX",2076075,0.377415737509148
"90","chrX",2096075,0.429158413743872
"91","chrX",2116075,0.468461862378302
"92","chrX",2136075,0.441323634834021
"93","chrX",2156075,0.45202122018334
"94","chrX",2176075,0.47218910965917
"95","chrX",2196075,0.59520655498702
"96","chrX",2216075,0.52037204236361
"97","chrX",2236075,0.441085275714041
"98","chrX",2256075,0.461707344638525
"99","chrX",2276075,0.419941600661969
"100","chrX",2296075,0.38690281536247
"101","chrX",2316075,0.372259922901537
"102","chrX",2336075,0.340336693506521
"103","chrX",2356075,0.271473302923799
"104","chrX",2376075,0.267974906763761
"105","chrX",2396075,0.203239828695859
"106","chrX",2416075,0.198525153991577
"107","chrX",2436075,0.213988316245499
"108","chrX",2456075,0.219309065626818
"109","chrX",2476075,0.200116224372913
"110","chrX",2496075,0.164394396270998
"111","chrX",2516075,0.166419951781152
"112","chrX",2536075,0.159791775329107
"113","chrX",2556075,0.124108300706822
"114","chrX",2576075,0.101474699980283
"115","chrX",2596075,0.116022008535193
"116","chrX",2616075,0.127231211741658
"117","chrX",2636075,0.138683242247649
"118","chrX",2656075,0.162440541500545
"119","chrX",2676075,0.158993668638929
"120","chrX",2696075,0.168260954049137
"121","chrX",2716075,0.147482037947608
"122","chrX",2736075,0.166151341892722
"123","chrX",2756075,0.252292930673603
"124","chrX",2776075,0.233460397959966
"125","chrX",2796075,0.232731813668127
"126","chrX",2816075,0.223713083597565
"127","chrX",2836075,0.207867204693686
"128","chrX",2856075,0.211407411644631
"129","chrX",2876075,0.230009411564047
"130","chrX",2896075,0.292435429936472
"131","chrX",2916075,0.291251709061007
"132","chrX",2936075,0.269017878827615
"133","chrX",2956075,0.303977816554928
"134","chrX",2976075,0.301508025104291
"135","chrX",2996075,0.207503783867976
"136","chrX",3016075,0.164422140599755
"137","chrX",3036075,0.137435063796099
"138","chrX",3056075,0.0904409509425163
"139","chrX",3076075,0.0496794956667423
"140","chrX",3096075,0.0397492605076545
"141","chrX",3116075,0.0363470383502255
"142","chrX",3136075,0.0221549585289947
"143","chrX",3156075,0.0224744533009819
"144","chrX",3176075,0.0195602315213372
"145","chrX",3196075,0.0189500406265244
"146","chrX",3216075,0.00711207812982407
"147","chrX",3236075,0.00464919438869317
"148","chrX",3256075,0.00745273710151422
"149","chrX",3276075,0.0112336380317535
"150","chrX",3296075,0.0144700718902243
"151","chrX",3316075,0.0163805162796506
"152","chrX",3336075,0.0182272279816159
"153","chrX",3356075,0.0188839901307697
"154","chrX",3376075,0.02269253637913
"155","chrX",3396075,0.0172284141417416
"156","chrX",3416075,0.0143645960755705
"157","chrX",3436075,0.0113324072864353
"158","chrX",3456075,0.00837747491153776
"159","chrX",3476075,0.00818673614185276
"160","chrX",3496075,0.00955806507377795
"161","chrX",3516075,0.0072979718858533
"162","chrX",3536075,0.0149005284364757
"163","chrX",3556075,0.0212081791502044
"164","chrX",3576075,0.0244290672202929
"165","chrX",3596075,0.0307125795492962
"166","chrX",3616075,0.0400717227426821
"167","chrX",3636075,0.0542519358912115
"168","chrX",3656075,0.0524711320399397
"169","chrX",3676075,0.0791949378452863
"170","chrX",3696075,0.142727435562561
"171","chrX",3716075,0.079972011374033
"172","chrX",3736075,0.111060516404921
"173","chrX",3756075,0.0745125419643162
"174","chrX",3776075,0.179536306053218
"175","chrX",3796075,0.297510332349667
"176","chrX",3816075,0.295290774791164
"177","chrX",3836075,0.353626963253695
"178","chrX",3856075,0.425420897447128
"179","chrX",3876075,0.42162248842672
"180","chrX",3896075,0.455956428379808
"181","chrX",3916075,0.539155660482197
"182","chrX",3936075,0.591742703912442
"183","chrX",3956075,0.573992099084232
"184","chrX",3976075,0.606217233052036
"185","chrX",3996075,0.50788796370326
"186","chrX",4016075,0.570975182301265
"187","chrX",4036075,0.568241119295486
"188","chrX",4056075,0.708977683538801
"189","chrX",4076075,0.701238113446344
"190","chrX",4096075,0.822414579336177
"191","chrX",4116075,0.727561334505331
"192","chrX",4136075,0.63035559958624
"193","chrX",4156075,0.695049877343013
"194","chrX",4176075,0.624557164678014
"195","chrX",4196075,0.631388684604417
"196","chrX",4216075,0.730518762933458
"197","chrX",4236075,0.738754717044166
"198","chrX",4256075,0.690721583253735
"199","chrX",4276075,0.769174231169039
"200","chrX",4296075,0.816521995319649
"201","chrX",4316075,0.801073140632537
"202","chrX",4336075,0.80551239689274
"203","chrX",4356075,0.856373997492338
"204","chrX",4376075,0.892998234408509
"205","chrX",4396075,0.907567783309845
"206","chrX",4416075,0.759022089497005
"207","chrX",4436075,0.797921502115865
"208","chrX",4456075,0.850250613991591
"209","chrX",4476075,0.809735039451926
"210","chrX",4496075,0.762588388410762
"211","chrX",4516075,0.737634827964058
"212","chrX",4536075,0.793935741143288
"213","chrX",4556075,0.875967535835057
"214","chrX",4576075,0.814244362362058
"215","chrX",4596075,0.796661149024786
"216","chrX",4616075,0.779292050592625
"217","chrX",4636075,0.82702574602832
"218","chrX",4656075,0.731492335295896
"219","chrX",4676075,0.684533175327426
"220","chrX",4696075,0.706488564660736
"221","chrX",4716075,0.628129053669207
"222","chrX",4736075,0.527842582020976
"223","chrX",4756075,0.643273103185526
"224","chrX",4776075,0.525752602295162
"225","chrX",4796075,0.55983529865463
"226","chrX",4816075,0.484658952639005
"227","chrX",4836075,0.530998197357095
"228","chrX",4856075,0.354133405535702
"229","chrX",4876075,0.358255379943507
"230","chrX",4896075,0.355165116933643
"231","chrX",4916075,0.409556826226282
"232","chrX",4936075,0.413713282872649
"233","chrX",4956075,0.516122409068079
"234","chrX",4976075,0.663632206526906
"235","chrX",4996075,0.817855864370794
"236","chrX",5016075,0.898135165871667
"237","chrX",5036075,0.956389302804299
"238","chrX",5056075,0.890070781963807
"239","chrX",5076075,0.767618795228421
"240","chrX",5096075,0.579525841961984
"241","chrX",5116075,0.466759600682805
"242","chrX",5136075,0.374058148341239
"243","chrX",5156075,0.422922268874912
"244","chrX",5176075,0.344331591816518
"245","chrX",5196075,0.322831831091656
"246","chrX",5216075,0.362753919734666
"247","chrX",5236075,0.403546921589368
"248","chrX",5256075,0.505848671588836
"249","chrX",5276075,0.533567052980624
"250","chrX",5296075,0.6526907140254
"251","chrX",5316075,0.797415921021453
"252","chrX",5336075,0.66777500214715
"253","chrX",5356075,0.438519200752784
"254","chrX",5376075,0.50166337184263
"255","chrX",5396075,0.889354426341375
"256","chrX",5416075,0.775972290371839
"257","chrX",5436075,0.990327453667042
"258","chrX",5456075,1.1641727542108
"259","chrX",5476075,1.37610495940466
"260","chrX",5496075,1.34755447892002
"261","chrX",5516075,1.19656733007779
"262","chrX",5536075,1.31387078823333
"263","chrX",5556075,1.15829392757478
"264","chrX",5576075,1.1054674776892
"265","chrX",5596075,1.16845498882244
"266","chrX",5616075,1.21629516190307
"267","chrX",5636075,1.0836043984531
"268","chrX",5656075,0.894431564676106
"269","chrX",5676075,0.852473883539114
"270","chrX",5696075,0.630095793921563
"271","chrX",5716075,0.445533780474282
"272","chrX",5736075,0.502017741761422
"273","chrX",5756075,0.532395823653463
"274","chrX",5776075,0.38630356626373
"275","chrX",5796075,0.211286025233803
"276","chrX",5816075,0.211344345409799
"277","chrX",5836075,0.107594911350731
"278","chrX",5856075,0.10085601167047
"279","chrX",5876075,0.0908344121354649
"280","chrX",5896075,0.0685992129706488
"281","chrX",5916075,0.0658360644707907
"282","chrX",5936075,0.0649407171834669
"283","chrX",5956075,0.0652793459838644
"284","chrX",5976075,0.0565136259301658
"285","chrX",5996075,0.0611242455799998
"286","chrX",6016075,0.144841290844686
"287","chrX",6036075,0.14039049833708
"288","chrX",6056075,0.228796562641404
"289","chrX",6076075,0.142953781023674
"290","chrX",6096075,0.176398526411614
"291","chrX",6116075,0.228212965874502
"292","chrX",6136075,0.2471985915805
"293","chrX",6156075,0.216014297853541
"294","chrX",6176075,0.366735538251596
"295","chrX",6196075,0.309939335383059
"296","chrX",6216075,0.498807449050538
"297","chrX",6236075,0.666430931795324
"298","chrX",6256075,0.667114536244226
"299","chrX",6276075,0.740747744910555
"300","chrX",6296075,0.962365530626626
"301","chrX",6316075,0.943225774315112
"302","chrX",6336075,0.710124641134509
"303","chrX",6356075,0.821942758994551
"304","chrX",6376075,0.803481726353113
"305","chrX",6396075,1.0625821355428
"306","chrX",6416075,1.18513413432335
"307","chrX",6436075,1.40290632067447
"308","chrX",6456075,1.74873452835629
"309","chrX",6476075,1.74358277365678
"310","chrX",6496075,1.71428132599813
"311","chrX",6516075,1.52068596186408
"312","chrX",6536075,1.62876760349321
"313","chrX",6556075,1.59279843081579
"314","chrX",6576075,1.35162406917741
"315","chrX",6596075,1.07994431983597
"316","chrX",6616075,1.1015380074856
"317","chrX",6636075,0.94874783087446
"318","chrX",6656075,1.00514760151327
"319","chrX",6676075,0.994253951605748
"320","chrX",6696075,0.947439099120896
"321","chrX",6716075,0.642772941308977
"322","chrX",6736075,0.654927956636148
"323","chrX",6756075,0.57780397828582
"324","chrX",6776075,0.545881010418218
"325","chrX",6796075,0.526821696862881
"326","chrX",6816075,0.497793608827268
"327","chrX",6836075,0.460248405196015
"328","chrX",6856075,0.322012108884401
"329","chrX",6876075,0.306724425849586
"330","chrX",6896075,0.309284902008973
"331","chrX",6916075,0.319182496245326
"332","chrX",6936075,0.344146082321973
"333","chrX",6956075,0.354878344590295
"334","chrX",6976075,0.377444137706261
"335","chrX",6996075,0.359505083719265
"336","chrX",7016075,0.320503783556095
"337","chrX",7036075,0.329745275739681
"338","chrX",7056075,0.402880701427254
"339","chrX",7076075,0.37273325878708
"340","chrX",7096075,0.378578695801776
"341","chrX",7116075,0.332270671542219
"342","chrX",7136075,0.271571106687171
"343","chrX",7156075,0.21685849758948
"344","chrX",7176075,0.187734640908352
"345","chrX",7196075,0.141661390589303
"346","chrX",7216075,0.123610617791366
"347","chrX",7236075,0.114698026192036
"348","chrX",7256075,0.1298616948225
"349","chrX",7276075,0.093464501403913
"350","chrX",7296075,0.0884674868959952
"351","chrX",7316075,0.072631138280187
"352","chrX",7336075,0.0681900839123673
"353","chrX",7356075,0.0782597913721259
"354","chrX",7376075,0.0704614546091602
"355","chrX",7396075,0.079584026176717
"356","chrX",7416075,0.0650650890701258
"357","chrX",7436075,0.0721764934958258
"358","chrX",7456075,0.0463209765826132
"359","chrX",7476075,0.0483303135946369
"360","chrX",7496075,0.061757361871191
"361","chrX",7516075,0.0723418819031475
"362","chrX",7536075,0.0630269786762529
"363","chrX",7556075,0.0500391931318427
"364","chrX",7576075,0.0616270966144653
"365","chrX",7596075,0.0657489233971819
"366","chrX",7616075,0.0721409627552103
"367","chrX",7636075,0.0632423966760298
"368","chrX",7656075,0.0675908791056534
"369","chrX",7676075,0.0587134197674245
"370","chrX",7696075,0.0570209263218655
"371","chrX",7716075,0.0563148483440049
"372","chrX",7736075,0.0552018627988881
"373","chrX",7756075,0.0509405907339544
"374","chrX",7776075,0.0465442165315723
"375","chrX",7796075,0.0422689507837458
"376","chrX",7816075,0.050090425540887
"377","chrX",7836075,0.0446867067888074
"378","chrX",7856075,0.0465120806529559
"379","chrX",7876075,0.0431701588515392
"380","chrX",7896075,0.0259944257026919
"381","chrX",7916075,0.023103243329354
"382","chrX",7936075,0.0153595251929408
"383","chrX",7956075,0.0160140327749744
"384","chrX",7976075,0.0295001695045376
"385","chrX",7996075,0.0387970004542015
"386","chrX",8016075,0.0577526152880779
"387","chrX",8036075,0.0758333175653439
"388","chrX",8056075,0.0419675323296896
"389","chrX",8076075,0.0511436887838143
"390","chrX",8096075,0.0859023935413286
"391","chrX",8116075,0.0697763784108966
"392","chrX",8136075,0.142408905167017
"393","chrX",8156075,0.149448569235156
"394","chrX",8176075,0.176712383377413
"395","chrX",8196075,0.192948865992589
"396","chrX",8216075,0.257777928470665
"397","chrX",8236075,0.352529908481598
"398","chrX",8256075,0.415620828263741
"399","chrX",8276075,0.422273020742154
"400","chrX",8296075,0.430966954322718
"401","chrX",8316075,0.40856384552384
"402","chrX",8336075,0.378124264031625
"403","chrX",8356075,0.407973342130701
"404","chrX",8376075,0.409458118145433
"405","chrX",8396075,0.356255380097663
"406","chrX",8416075,0.418626782073425
"407","chrX",8436075,0.331824737829375
"408","chrX",8456075,0.283920987223843
"409","chrX",8476075,0.263551365667759
"410","chrX",8496075,0.269760610667052
"411","chrX",8516075,0.27091547517936
"412","chrX",8536075,0.304025413567776
"413","chrX",8556075,0.322542387133891
"414","chrX",8576075,0.327570507582106
"415","chrX",8596075,0.259176994295456
"416","chrX",8616075,0.229398691933639
"417","chrX",8636075,0.289336267367267
"418","chrX",8656075,0.648849177032176
"419","chrX",8676075,0.802218365584822
"420","chrX",8696075,0.814481352364689
"421","chrX",8716075,0.916230166296171
"422","chrX",8736075,0.883011067726776
"423","chrX",8756075,1.00930616280813
"424","chrX",8776075,1.07814623185006
"425","chrX",8796075,0.932591775327853
"426","chrX",8816075,0.829215482302635
"427","chrX",8836075,0.91788476513071
"428","chrX",8856075,0.945314508129492
"429","chrX",8876075,0.808457826522417
"430","chrX",8896075,0.752571490143638
"431","chrX",8916075,0.745757781864888
"432","chrX",8936075,0.594356788390545
"433","chrX",8956075,0.407064254607189
"434","chrX",8976075,0.382854123628002
"435","chrX",8996075,0.3050673985446
"436","chrX",9016075,0.120249810659002
"437","chrX",9036075,0.145466541671442
"438","chrX",9056075,0.0608240916990732
"439","chrX",9076075,0.0614150277245517
"440","chrX",9096075,0.0945164408308982
"441","chrX",9116075,0.0511159909981337
"442","chrX",9136075,0.0937138185627183
"443","chrX",9156075,0.0671885623660856
"444","chrX",9176075,0.0588465276510257
"445","chrX",9196075,0.0755921764938416
"446","chrX",9216075,0.075782809223622
"447","chrX",9236075,0.0746690461263372
"448","chrX",9256075,0.122557911102425
"449","chrX",9276075,0.22166760162577
"450","chrX",9296075,0.202547280092696
"451","chrX",9316075,0.300024797655805
"452","chrX",9336075,0.539350575431376
"453","chrX",9356075,0.481492037252218
"454","chrX",9376075,0.514701407555788
"455","chrX",9396075,0.385329700461066
"456","chrX",9416075,0.407573389450062
"457","chrX",9436075,0.481204827463344
"458","chrX",9456075,0.643980725995704
"459","chrX",9476075,0.688906584953528
"460","chrX",9496075,0.748701378733541
"461","chrX",9516075,0.906139144808415
"462","chrX",9536075,1.0672630358709
"463","chrX",9556075,0.923208889707236
"464","chrX",9576075,0.980303933413159
"465","chrX",9596075,0.784889591572283
"466","chrX",9616075,0.738888662003933
"467","chrX",9636075,0.618823094445828
"468","chrX",9656075,0.479639690547574
"469","chrX",9676075,0.317275645431033
"470","chrX",9696075,0.155795581807368
"471","chrX",9716075,0.102291551222191
"472","chrX",9736075,0.0582519826897064
"473","chrX",9756075,0.0505106053163489
"474","chrX",9776075,0.0767938904978034
"475","chrX",9796075,0.0738979342492623
"476","chrX",9816075,0.0730973311689865
"477","chrX",9836075,0.0746179163469646
"478","chrX",9856075,0.11760829737716
"479","chrX",9876075,0.0870423107808633
"480","chrX",9896075,0.183106992667755
"481","chrX",9916075,0.170315654939621
"482","chrX",9936075,0.148553831833379
"483","chrX",9956075,0.11090412724519
"484","chrX",9976075,0.129763559509678
"485","chrX",9996075,0.163672520318429
"486","chrX",10016075,0.133016603757447
"487","chrX",10036075,0.12723619698523
"488","chrX",10056075,0.1572625211338
"489","chrX",10076075,0.257112959194502
"490","chrX",10096075,0.299705760912273
"491","chrX",10116075,0.289196820080382
"492","chrX",10136075,0.303147248340102
"493","chrX",10156075,0.464554411612482
"494","chrX",10176075,0.644572363448117
"495","chrX",10196075,0.660546231900334
"496","chrX",10216075,0.635050246036735
"497","chrX",10236075,0.728351764406732
"498","chrX",10256075,0.74929704368262
"499","chrX",10276075,0.908341965824222
"500","chrX",10296075,0.953601824975344
"501","chrX",10316075,1.06546194597181
"502","chrX",10336075,1.11905183748461
"503","chrX",10356075,1.08102070753388
"504","chrX",10376075,0.95437269146153
"505","chrX",10396075,0.911294524013463
"506","chrX",10416075,0.743531167761517
"507","chrX",10436075,0.765610889587767
"508","chrX",10456075,0.719063887373839
"509","chrX",10476075,0.813175630178276
"510","chrX",10496075,0.626370093457532
"511","chrX",10516075,0.475223450755675
"512","chrX",10536075,0.62786088038607
"513","chrX",10556075,0.508922105237147
"514","chrX",10576075,0.46705992939944
"515","chrX",10596075,0.438236155068685
"516","chrX",10616075,0.432328843777288
"517","chrX",10636075,0.429530903691028
"518","chrX",10656075,0.521005914693289
"519","chrX",10676075,0.545361676077966
"520","chrX",10696075,0.959386579914847
"521","chrX",10716075,1.49483518164102
"522","chrX",10736075,1.37945390415007
"523","chrX",10756075,1.36137417756481
"524","chrX",10776075,1.34848662404677
"525","chrX",10796075,1.26957113802531
"526","chrX",10816075,1.03092309800958
"527","chrX",10836075,0.863454576119335
"528","chrX",10856075,0.806908553102359
"529","chrX",10876075,0.774009294070243
"530","chrX",10896075,0.724517581943666
"531","chrX",10916075,0.703284455595082
"532","chrX",10936075,0.707829835360558
"533","chrX",10956075,0.685737201563235
"534","chrX",10976075,0.422400795484596
"535","chrX",10996075,0.386983639492661
"536","chrX",11016075,0.299877718027721
"537","chrX",11036075,0.300208074218572
"538","chrX",11056075,0.23961118046712
"539","chrX",11076075,0.211428291829435
"540","chrX",11096075,0.110633687488454
"541","chrX",11116075,0.0795034329442705
"542","chrX",11136075,0.0864439748273715
"543","chrX",11156075,0.104372729527292
"544","chrX",11176075,0.134114726878282
"545","chrX",11196075,0.153026958638081
"546","chrX",11216075,0.16329244668473
"547","chrX",11236075,0.234174488785437
"548","chrX",11256075,0.207525514088298
"549","chrX",11276075,0.194468836326711
"550","chrX",11296075,0.226491055512464
"551","chrX",11316075,0.212768938395258
"552","chrX",11336075,0.237834637574867
"553","chrX",11356075,0.210404132712549
"554","chrX",11376075,0.186368940867943
"555","chrX",11396075,0.168749468595959
"556","chrX",11416075,0.207451979225751
"557","chrX",11436075,0.261309022493679
"558","chrX",11456075,0.265284228978853
"559","chrX",11476075,0.359055026986075
"560","chrX",11496075,0.372808584186501
"561","chrX",11516075,0.553325477936894
"562","chrX",11536075,0.582550940931119
"563","chrX",11556075,0.433094050269219
"564","chrX",11576075,0.556225799421239
"565","chrX",11596075,0.605006297604375
"566","chrX",11616075,0.615551709865691
"567","chrX",11636075,0.529942556617953
"568","chrX",11656075,0.722347873334661
"569","chrX",11676075,0.783076852153903
"570","chrX",11696075,0.851809342719214
"571","chrX",11716075,0.890988908161063
"572","chrX",11736075,0.791246741014015
"573","chrX",11756075,0.857454843670289
"574","chrX",11776075,0.818609445226638
"575","chrX",11796075,0.839352177193424
"576","chrX",11816075,0.799764292174818
"577","chrX",11836075,0.78675352065842
"578","chrX",11856075,0.785429010707337
"579","chrX",11876075,0.860196045743325
"580","chrX",11896075,0.831906878523783
"581","chrX",11916075,0.978437430740076
"582","chrX",11936075,1.09132260220732
"583","chrX",11956075,1.17828868310302
"584","chrX",11976075,1.21087361824181
"585","chrX",11996075,1.41577618601197
"586","chrX",12016075,1.37677377563793
"587","chrX",12036075,1.54307754787611
"588","chrX",12056075,1.77147563155689
"589","chrX",12076075,2.29550030076989
"590","chrX",12096075,2.21266965889052
"591","chrX",12116075,2.07599880748053
"592","chrX",12136075,2.32258465725078
"593","chrX",12156075,2.22976202467442
"594","chrX",12176075,2.37577893063588
"595","chrX",12196075,2.43516576611867
"596","chrX",12216075,2.50704096759447
"597","chrX",12236075,2.44306651687955
"598","chrX",12256075,2.94479043754989
"599","chrX",12276075,2.9209402551217
"600","chrX",12296075,3.32084125720071
"601","chrX",12316075,2.71337526872986
"602","chrX",12336075,2.35948736367462
"603","chrX",12356075,2.27674423610006
"604","chrX",12376075,1.84154758049147
"605","chrX",12396075,1.55022146578818
"606","chrX",12416075,1.83185940782982
"607","chrX",12436075,1.98650380515521
"608","chrX",12456075,1.73526662766002
"609","chrX",12476075,1.97403539575745
"610","chrX",12496075,2.07165818234531
"611","chrX",12516075,2.03508972875846
"612","chrX",12536075,2.16728235996479
"613","chrX",12556075,1.75399677825504
"614","chrX",12576075,1.59465586984973
"615","chrX",12596075,1.34026558299654
"616","chrX",12616075,1.40440542004081
"617","chrX",12636075,1.37301138007429
"618","chrX",12656075,1.37155554537269
"619","chrX",12676075,1.04787692077261
"620","chrX",12696075,1.17532718674029
"621","chrX",12716075,1.52851588129173
"622","chrX",12736075,1.72696417961002
"623","chrX",12756075,1.58806098975033
"624","chrX",12776075,1.64948495443818
"625","chrX",12796075,1.48999366932096
"626","chrX",12816075,1.22305172238197
"627","chrX",12836075,0.913434949122727
"628","chrX",12856075,0.756185096722515
"629","chrX",12876075,0.78952925665496
"630","chrX",12896075,0.825911462754241
"631","chrX",12916075,0.861664774187687
"632","chrX",12936075,0.713523960810623
"633","chrX",12956075,0.559264874925626
"634","chrX",12976075,0.427308787837655
"635","chrX",12996075,0.418461322737151
"636","chrX",13016075,0.347556397413752
"637","chrX",13036075,0.256283361870255
"638","chrX",13056075,0.46155312877167
"639","chrX",13076075,0.603031252167453
"640","chrX",13096075,0.776017492000247
"641","chrX",13116075,1.04521747631592
"642","chrX",13136075,1.08746836069187
"643","chrX",13156075,1.02986014419229
"644","chrX",13176075,0.86278671645665
"645","chrX",13196075,0.408656097319105
"646","chrX",13216075,0.342674375860521
"647","chrX",13236075,0.462234324615705
"648","chrX",13256075,0.890396499457685
"649","chrX",13276075,0.905659293330376
"650","chrX",13296075,0.997565207990204
"651","chrX",13316075,0.876137703167094
"652","chrX",13336075,0.8284926155292
"653","chrX",13356075,0.788181273741397
"654","chrX",13376075,0.563139081408124
"655","chrX",13396075,0.470407140087798
"656","chrX",13416075,0.178738974056713
"657","chrX",13436075,0.436499779784384
"658","chrX",13456075,0.311247484489216
"659","chrX",13476075,0.303781438032203
"660","chrX",13496075,0.254396472393254
"661","chrX",13516075,0.239152774135737
"662","chrX",13536075,0.204782487014454
"663","chrX",13556075,0.212669562072992
"664","chrX",13576075,0.17242329401137
"665","chrX",13596075,0.26480504290637
"666","chrX",13616075,0.255375125044922
"667","chrX",13636075,0.419351133127625
"668","chrX",13656075,0.46638666963918
"669","chrX",13676075,0.385998106994873
"670","chrX",13696075,0.289768641642832
"671","chrX",13716075,0.267387935020715
"672","chrX",13736075,0.33867500198146
"673","chrX",13756075,0.326728733056953
"674","chrX",13776075,0.37408377186749
"675","chrX",13796075,0.412318785718524
"676","chrX",13816075,0.312373936633863
"677","chrX",13836075,0.335059219425804
"678","chrX",13856075,0.260489627199686
"679","chrX",13876075,0.205912498506408
"680","chrX",13896075,0.224203625030709
"681","chrX",13916075,0.186222969904805
"682","chrX",13936075,0.203816174433099
"683","chrX",13956075,0.142502212426971
"684","chrX",13976075,0.120661320686621
"685","chrX",13996075,0.096323686682785
"686","chrX",14016075,0.134362075697709
"687","chrX",14036075,0.0835899757186614
"688","chrX",14056075,0.0533500803927599
"689","chrX",14076075,0.0565500451822076
"690","chrX",14096075,0.0467178928959074
"691","chrX",14116075,0.0998063003056798
"692","chrX",14136075,0.058385640769406
"693","chrX",14156075,0.0345451793993953
"694","chrX",14176075,0.0499679786034075
"695","chrX",14196075,0.0598246759133966
"696","chrX",14216075,0.0772473703847258
"697","chrX",14236075,0.0844774266254109
"698","chrX",14256075,0.182489873290808
"699","chrX",14276075,0.201243120099043
"700","chrX",14296075,0.266281135900873
"701","chrX",14316075,0.39676243184376
"702","chrX",14336075,0.54100305538631
"703","chrX",14356075,0.672211530170905
"704","chrX",14376075,0.759482644498956
"705","chrX",14396075,0.804797603611343
"706","chrX",14416075,0.778975281566892
"707","chrX",14436075,0.965570668977988
"708","chrX",14456075,1.03766730967003
"709","chrX",14476075,1.10451707575821
"710","chrX",14496075,1.09741958471248
"711","chrX",14516075,1.03384661177259
"712","chrX",14536075,1.10798886552528
"713","chrX",14556075,1.14517170501864
"714","chrX",14576075,1.0653674258411
"715","chrX",14596075,1.10984080914888
"716","chrX",14616075,1.06981125383816
"717","chrX",14636075,1.00082486559171
"718","chrX",14656075,0.867117754772105
"719","chrX",14676075,0.926200463815926
"720","chrX",14696075,0.874415101610456
"721","chrX",14716075,1.1903070551785
"722","chrX",14736075,1.28747826020998
"723","chrX",14756075,1.34075605346544
"724","chrX",14776075,1.46440085582114
"725","chrX",14796075,1.49088796529772
"726","chrX",14816075,1.361278829044
"727","chrX",14836075,1.89958207978213
"728","chrX",14856075,2.02128355362936
"729","chrX",14876075,2.36155574807096
"730","chrX",14896075,2.39828651766711
"731","chrX",14916075,2.45252719989724
