"chr","pos","neg_log10p_model1.x","neg_log10p_model1.y"
"chrX",3576075,0.0244290672202929,0.0130695261220929
"chrX",3596075,0.0307125795492962,0.0169503059480402
"chrX",3616075,0.0400717227426821,0.0230094757579068
"chrX",3636075,0.0542519358912115,0.0326270446667942
"chrX",3656075,0.0524711320399397,0.0314037824084569
"chrX",3676075,0.0791949378452863,0.0507619253657694
"chrX",3696075,0.142727435562561,0.103065517839874
"chrX",3716075,0.079972011374033,0.05215096736662
"chrX",3736075,0.111060516404921,0.0748114785404898
"chrX",3756075,0.0745125419643162,0.0470123788704904
"chrX",3776075,0.179536306053218,0.132157858550343
"chrX",3796075,0.297510332349667,0.230947292214125
"chrX",3816075,0.295290774791164,0.225420409322966
"chrX",3836075,0.353626963253695,0.274396584231062
"chrX",3856075,0.425420897447128,0.336138245131627
"chrX",3876075,0.42162248842672,0.33293952242223
"chrX",3896075,0.455956428379808,0.36293214779569
"chrX",3916075,0.539155660482197,0.438801935672972
"chrX",3936075,0.591742703912442,0.48432210778111
"chrX",3956075,0.573992099084232,0.469267679308604
"chrX",3976075,0.606217233052036,0.498165148277832
"chrX",3996075,0.50788796370326,0.41314407509687
"chrX",4016075,0.570975182301265,0.465551834464375
"chrX",4036075,0.568241119295486,0.463747666245436
"chrX",4056075,0.708977683538801,0.591754744325786
"chrX",4076075,0.701238113446344,0.584123099097051
"chrX",4096075,0.822414579336177,0.695274901456083
"chrX",4116075,0.727561334505331,0.6078995310504
"chrX",4136075,0.63035559958624,0.519506422843289
"chrX",4156075,0.695049877343013,0.581335906291173
"chrX",4176075,0.624557164678014,0.517020441442015
"chrX",4196075,0.631388684604417,0.531813805008417
"chrX",4216075,0.730518762933458,0.623308609997917
"chrX",4236075,0.738754717044166,0.634587376534328
"chrX",4256075,0.690721583253735,0.585568708454409
"chrX",4276075,0.769174231169039,0.651848345581466
"chrX",4296075,0.816521995319649,0.696338019051036
"chrX",4316075,0.801073140632537,0.677435863197632
"chrX",4336075,0.80551239689274,0.680923088832308
"chrX",4356075,0.856373997492338,0.727127712143058
"chrX",4376075,0.892998234408509,0.760465269995012
"chrX",4396075,0.907567783309845,0.775075984621952
"chrX",4416075,0.759022089497005,0.638136174100434
"chrX",4436075,0.797921502115865,0.678435133861792
"chrX",4456075,0.850250613991591,0.725430771284103
"chrX",4476075,0.809735039451926,0.688004135169934
"chrX",4496075,0.762588388410762,0.647550322000152
"chrX",4516075,0.737634827964058,0.623579758834633
"chrX",4536075,0.793935741143288,0.682882837273017
"chrX",4556075,0.875967535835057,0.762520643350088
"chrX",4576075,0.814244362362058,0.703137031026433
"chrX",4596075,0.796661149024786,0.683024637030801
"chrX",4616075,0.779292050592625,0.661700704236349
"chrX",4636075,0.82702574602832,0.702079621243302
"chrX",4656075,0.731492335295896,0.615664714361168
"chrX",4676075,0.684533175327426,0.575332654374575
"chrX",4696075,0.706488564660736,0.595771154545194
"chrX",4716075,0.628129053669207,0.519060864702056
"chrX",4736075,0.527842582020976,0.434137446622002
"chrX",4756075,0.643273103185526,0.542886204772118
"chrX",4776075,0.525752602295162,0.440433326131822
"chrX",4796075,0.55983529865463,0.481196370058457
"chrX",4816075,0.484658952639005,0.398587111300906
"chrX",4836075,0.530998197357095,0.436398531770828
"chrX",4856075,0.354133405535702,0.287621047011112
"chrX",4876075,0.358255379943507,0.29611303403549
"chrX",4896075,0.355165116933643,0.291259504513512
"chrX",4916075,0.409556826226282,0.336479382873609
"chrX",4936075,0.413713282872649,0.340761404177383
"chrX",4956075,0.516122409068079,0.421960259544518
"chrX",4976075,0.663632206526906,0.549897496346213
"chrX",4996075,0.817855864370794,0.696878966527241
"chrX",5016075,0.898135165871667,0.775527032147352
"chrX",5036075,0.956389302804299,0.82762299984988
"chrX",5056075,0.890070781963807,0.790924049333845
"chrX",5076075,0.767618795228421,0.67027820551456
"chrX",5096075,0.579525841961984,0.482094057703196
"chrX",5116075,0.466759600682805,0.372604294841564
"chrX",5136075,0.374058148341239,0.291772162862634
"chrX",5156075,0.422922268874912,0.335819247557111
"chrX",5176075,0.344331591816518,0.269744149675624
"chrX",5196075,0.322831831091656,0.248432884643402
"chrX",5216075,0.362753919734666,0.284602530953162
"chrX",5236075,0.403546921589368,0.317674069257181
"chrX",5256075,0.505848671588836,0.407368633308727
"chrX",5276075,0.533567052980624,0.440557119597289
"chrX",5296075,0.6526907140254,0.541594494410027
"chrX",5316075,0.797415921021453,0.674144620797853
"chrX",5336075,0.66777500214715,0.562329930211483
"chrX",5356075,0.438519200752784,0.351639426628718
"chrX",5376075,0.50166337184263,0.405367009085407
"chrX",5396075,0.889354426341375,0.759616885374979
"chrX",5416075,0.775972290371839,0.656225663272582
"chrX",5436075,0.990327453667042,0.857726205302606
"chrX",5456075,1.1641727542108,1.02445593552816
"chrX",5476075,1.37610495940466,1.22645603973637
"chrX",5496075,1.34755447892002,1.19350277596051
"chrX",5516075,1.19656733007779,1.04890990130345
"chrX",5536075,1.31387078823333,1.16244803169206
"chrX",5556075,1.15829392757478,1.02377146194929
"chrX",5576075,1.1054674776892,0.976290921026916
"chrX",5596075,1.16845498882244,1.03871031607792
"chrX",5616075,1.21629516190307,1.07856748258004
"chrX",5636075,1.0836043984531,0.953919424212207
"chrX",5656075,0.894431564676106,0.773636184238027
"chrX",5676075,0.852473883539114,0.732358879639833
"chrX",5696075,0.630095793921563,0.522780158510536
"chrX",5716075,0.445533780474282,0.361469226077308
"chrX",5736075,0.502017741761422,0.411514081592366
"chrX",5756075,0.532395823653463,0.446507711858224
"chrX",5776075,0.38630356626373,0.310991404931411
"chrX",5796075,0.211286025233803,0.153364659136404
"chrX",5816075,0.211344345409799,0.153604166083271
"chrX",5836075,0.107594911350731,0.0713091611580826
"chrX",5856075,0.10085601167047,0.0664348629600714
"chrX",5876075,0.0908344121354649,0.0592331962201381
"chrX",5896075,0.0685992129706488,0.0439458214519535
"chrX",5916075,0.0658360644707907,0.0419539014663252
"chrX",5936075,0.0649407171834669,0.0411378067106693
"chrX",5956075,0.0652793459838644,0.0421260018504312
"chrX",5976075,0.0565136259301658,0.0345940781926563
"chrX",5996075,0.0611242455799998,0.0378362913827315
"chrX",6016075,0.144841290844686,0.102610635604828
"chrX",6036075,0.14039049833708,0.0973264370171568
"chrX",6056075,0.228796562641404,0.172647259145074
"chrX",6076075,0.142953781023674,0.0986017507103369
"chrX",6096075,0.176398526411614,0.125438233520042
"chrX",6116075,0.228212965874502,0.167423898071911
"chrX",6136075,0.2471985915805,0.184247955561323
"chrX",6156075,0.216014297853541,0.158741251834214
"chrX",6176075,0.366735538251596,0.284835413879896
"chrX",6196075,0.309939335383059,0.236210676248788
"chrX",6216075,0.498807449050538,0.402817401289625
"chrX",6236075,0.666430931795324,0.557510515507336
"chrX",6256075,0.667114536244226,0.557210602335793
"chrX",6276075,0.740747744910555,0.620848242286221
"chrX",6296075,0.962365530626626,0.826925843221017
"chrX",6316075,0.943225774315112,0.808557357338858
"chrX",6336075,0.710124641134509,0.591941259212942
"chrX",6356075,0.821942758994551,0.694674395668009
"chrX",6376075,0.803481726353113,0.677792372364446
"chrX",6396075,1.0625821355428,0.919757055958568
"chrX",6416075,1.18513413432335,1.04354539718305
"chrX",6436075,1.40290632067447,1.24297228796489
"chrX",6456075,1.74873452835629,1.58056602966426
"chrX",6476075,1.74358277365678,1.56998699763649
"chrX",6496075,1.71428132599813,1.54666371677683
"chrX",6516075,1.52068596186408,1.36645287913017
"chrX",6536075,1.62876760349321,1.47748519149392
"chrX",6556075,1.59279843081579,1.42861344229221
"chrX",6576075,1.35162406917741,1.19671823280597
"chrX",6596075,1.07994431983597,0.93938344872561
"chrX",6616075,1.1015380074856,0.95982209506749
"chrX",6636075,0.94874783087446,0.814193773749747
"chrX",6656075,1.00514760151327,0.864985180904677
"chrX",6676075,0.994253951605748,0.85633390066485
"chrX",6696075,0.947439099120896,0.813274132975184
"chrX",6716075,0.642772941308977,0.531726242635635
"chrX",6736075,0.654927956636148,0.542688036193618
"chrX",6756075,0.57780397828582,0.475216635942253
"chrX",6776075,0.545881010418218,0.445021387748482
"chrX",6796075,0.526821696862881,0.43099050767657
"chrX",6816075,0.497793608827268,0.401252642027798
"chrX",6836075,0.460248405196015,0.370117711400028
"chrX",6856075,0.322012108884401,0.253205130415332
"chrX",6876075,0.306724425849586,0.239837845315185
"chrX",6896075,0.309284902008973,0.240803211845779
"chrX",6916075,0.319182496245326,0.248740006134675
"chrX",6936075,0.344146082321973,0.266536063473068
"chrX",6956075,0.354878344590295,0.278635342150097
"chrX",6976075,0.377444137706261,0.301152714114219
"chrX",6996075,0.359505083719265,0.290644506776818
"chrX",7016075,0.320503783556095,0.251045300104816
"chrX",7036075,0.329745275739681,0.262170197205619
"chrX",7056075,0.402880701427254,0.346765737650939
"chrX",7076075,0.37273325878708,0.312798028674979
"chrX",7096075,0.378578695801776,0.323764029846215
"chrX",7116075,0.332270671542219,0.284135420793401
"chrX",7136075,0.271571106687171,0.227974520245254
"chrX",7156075,0.21685849758948,0.178471171848974
"chrX",7176075,0.187734640908352,0.149450936810996
"chrX",7196075,0.141661390589303,0.103349341657874
"chrX",7216075,0.123610617791366,0.0925645269355965
"chrX",7236075,0.114698026192036,0.0857049796168962
"chrX",7256075,0.1298616948225,0.0958076027538405
"chrX",7276075,0.093464501403913,0.0644079143832384
"chrX",7296075,0.0884674868959952,0.0605775370883405
"chrX",7316075,0.072631138280187,0.0492381804003796
"chrX",7336075,0.0681900839123673,0.0443107091974974
"chrX",7356075,0.0782597913721259,0.0496892282805503
"chrX",7376075,0.0704614546091602,0.0439503269604361
"chrX",7396075,0.079584026176717,0.0524421404543308
"chrX",7416075,0.0650650890701258,0.0414265355556146
"chrX",7436075,0.0721764934958258,0.0452517315000968
"chrX",7456075,0.0463209765826132,0.0294559012023568
"chrX",7476075,0.0483303135946369,0.0295685667846978
"chrX",7496075,0.061757361871191,0.0387614836805114
"chrX",7516075,0.0723418819031475,0.0456089228230197
"chrX",7536075,0.0630269786762529,0.0402482457152105
"chrX",7556075,0.0500391931318427,0.0299786469750881
"chrX",7576075,0.0616270966144653,0.0378779724440214
"chrX",7596075,0.0657489233971819,0.0408559886941857
"chrX",7616075,0.0721409627552103,0.0451594078896079
"chrX",7636075,0.0632423966760298,0.0388690996571938
"chrX",7656075,0.0675908791056534,0.0419147570110111
"chrX",7676075,0.0587134197674245,0.035703463024048
"chrX",7696075,0.0570209263218655,0.0346918748110771
"chrX",7716075,0.0563148483440049,0.0345754251191787
"chrX",7736075,0.0552018627988881,0.0337824638833409
"chrX",7756075,0.0509405907339544,0.0303661399466844
"chrX",7776075,0.0465442165315723,0.0273381510407319
"chrX",7796075,0.0422689507837458,0.0245202390780668
"chrX",7816075,0.050090425540887,0.0297264256462224
"chrX",7836075,0.0446867067888074,0.0260669719505681
"chrX",7856075,0.0465120806529559,0.0274083781176048
"chrX",7876075,0.0431701588515392,0.0250816867807177
"chrX",7896075,0.0259944257026919,0.0152077022255253
"chrX",7916075,0.023103243329354,0.0138302461868721
"chrX",7936075,0.0153595251929408,0.00828599846608448
"chrX",7956075,0.0160140327749744,0.00841042598600252
"chrX",7976075,0.0295001695045376,0.0198374463595889
"chrX",7996075,0.0387970004542015,0.0247877042749475
"chrX",8016075,0.0577526152880779,0.0387023797634901
"chrX",8036075,0.0758333175653439,0.0549682792117612
"chrX",8056075,0.0419675323296896,0.0277654549054928
"chrX",8076075,0.0511436887838143,0.0311132351994132
"chrX",8096075,0.0859023935413286,0.056406660774589
"chrX",8116075,0.0697763784108966,0.0437323487021887
"chrX",8136075,0.142408905167017,0.0981417900346488
"chrX",8156075,0.149448569235156,0.103651402236304
"chrX",8176075,0.176712383377413,0.125416786710828
"chrX",8196075,0.192948865992589,0.1396561319533
"chrX",8216075,0.257777928470665,0.195349005067805
"chrX",8236075,0.352529908481598,0.27823286531143
"chrX",8256075,0.415620828263741,0.331325377209701
"chrX",8276075,0.422273020742154,0.337438445709199
"chrX",8296075,0.430966954322718,0.345240847844097
"chrX",8316075,0.40856384552384,0.329178343705796
"chrX",8336075,0.378124264031625,0.303110419707763
"chrX",8356075,0.407973342130701,0.328488922132164
"chrX",8376075,0.409458118145433,0.326412546186664
"chrX",8396075,0.356255380097663,0.285787506079143
"chrX",8416075,0.418626782073425,0.34102425585982
"chrX",8436075,0.331824737829375,0.26324476502528
"chrX",8456075,0.283920987223843,0.229188185489104
"chrX",8476075,0.263551365667759,0.21439503685617
"chrX",8496075,0.269760610667052,0.215053772867978
"chrX",8516075,0.27091547517936,0.21605211339749
"chrX",8536075,0.304025413567776,0.25245052198508
"chrX",8556075,0.322542387133891,0.273911927468513
"chrX",8576075,0.327570507582106,0.282325928965192
"chrX",8596075,0.259176994295456,0.218186392796669
"chrX",8616075,0.229398691933639,0.188877661230486
"chrX",8636075,0.289336267367267,0.233535582257162
"chrX",8656075,0.648849177032176,0.540843343228194
"chrX",8676075,0.802218365584822,0.699568042312433
"chrX",8696075,0.814481352364689,0.716167973629027
"chrX",8716075,0.916230166296171,0.800660644978496
"chrX",8736075,0.883011067726776,0.769127094252331
"chrX",8756075,1.00930616280813,0.884412421905756
"chrX",8776075,1.07814623185006,0.950186535014053
"chrX",8796075,0.932591775327853,0.807174697393731
"chrX",8816075,0.829215482302635,0.706647857903741
"chrX",8836075,0.91788476513071,0.787191760729558
"chrX",8856075,0.945314508129492,0.80938350995761
"chrX",8876075,0.808457826522417,0.683486397347839
"chrX",8896075,0.752571490143638,0.632416666767949
"chrX",8916075,0.745757781864888,0.628641806256148
"chrX",8936075,0.594356788390545,0.499077933702889
"chrX",8956075,0.407064254607189,0.334140476840878
"chrX",8976075,0.382854123628002,0.319546314260182
"chrX",8996075,0.3050673985446,0.246226582502473
"chrX",9016075,0.120249810659002,0.0837011508451435
"chrX",9036075,0.145466541671442,0.101891014901884
"chrX",9056075,0.0608240916990732,0.0389305440564654
"chrX",9076075,0.0614150277245517,0.0396727835805872
"chrX",9096075,0.0945164408308982,0.0653202603270051
"chrX",9116075,0.0511159909981337,0.0308313425555903
"chrX",9136075,0.0937138185627183,0.0610370235288552
"chrX",9156075,0.0671885623660856,0.0423090037294602
"chrX",9176075,0.0588465276510257,0.0386438461335739
"chrX",9196075,0.0755921764938416,0.0531080732976264
"chrX",9216075,0.075782809223622,0.0517173799142635
"chrX",9236075,0.0746690461263372,0.0508275138692565
"chrX",9256075,0.122557911102425,0.0899742080122349
"chrX",9276075,0.22166760162577,0.172817724353207
"chrX",9296075,0.202547280092696,0.149732973841939
"chrX",9316075,0.300024797655805,0.229114285364641
"chrX",9336075,0.539350575431376,0.437167876152652
"chrX",9356075,0.481492037252218,0.385595496670453
"chrX",9376075,0.514701407555788,0.415979049153604
"chrX",9396075,0.385329700461066,0.304244697294982
"chrX",9416075,0.407573389450062,0.321017673254645
"chrX",9436075,0.481204827463344,0.386509031399395
"chrX",9456075,0.643980725995704,0.538478897244345
"chrX",9476075,0.688906584953528,0.576640469448515
"chrX",9496075,0.748701378733541,0.632049041161912
"chrX",9516075,0.906139144808415,0.786007701925236
"chrX",9536075,1.0672630358709,0.973970097879903
"chrX",9556075,0.923208889707236,0.841986184232914
"chrX",9576075,0.980303933413159,0.911840246642081
"chrX",9596075,0.784889591572283,0.745119793904474
"chrX",9616075,0.738888662003933,0.708107990094286
"chrX",9636075,0.618823094445828,0.604623863127427
"chrX",9656075,0.479639690547574,0.490145070036856
"chrX",9676075,0.317275645431033,0.319244147411601
"chrX",9696075,0.155795581807368,0.149994621372591
"chrX",9716075,0.102291551222191,0.106900255378334
"chrX",9736075,0.0582519826897064,0.0630956302597516
"chrX",9756075,0.0505106053163489,0.0460967287452053
"chrX",9776075,0.0767938904978034,0.0698598045797514
"chrX",9796075,0.0738979342492623,0.0662775912945983
"chrX",9816075,0.0730973311689865,0.060773774534561
"chrX",9836075,0.0746179163469646,0.055420090764107
"chrX",9856075,0.11760829737716,0.0802442546761369
"chrX",9876075,0.0870423107808633,0.0560404367385183
"chrX",9896075,0.183106992667755,0.131352288801335
"chrX",9916075,0.170315654939621,0.121057413887923
"chrX",9936075,0.148553831833379,0.105934188415576
"chrX",9956075,0.11090412724519,0.0764298477073142
"chrX",9976075,0.129763559509678,0.0912554026914213
"chrX",9996075,0.163672520318429,0.118673053676778
"chrX",10016075,0.133016603757447,0.0928569559026554
"chrX",10036075,0.12723619698523,0.0865362103646068
"chrX",10056075,0.1572625211338,0.109826113125077
"chrX",10076075,0.257112959194502,0.192464073884554
"chrX",10096075,0.299705760912273,0.227316758702239
"chrX",10116075,0.289196820080382,0.218341954205724
"chrX",10136075,0.303147248340102,0.23059654419313
"chrX",10156075,0.464554411612482,0.370981328106655
"chrX",10176075,0.644572363448117,0.537624157952539
"chrX",10196075,0.660546231900334,0.556792703691513
"chrX",10216075,0.635050246036735,0.538190491961577
"chrX",10236075,0.728351764406732,0.635857654775876
"chrX",10256075,0.74929704368262,0.647953974619323
"chrX",10276075,0.908341965824222,0.806725185242296
"chrX",10296075,0.953601824975344,0.852264800864173
"chrX",10316075,1.06546194597181,0.95890270616372
"chrX",10336075,1.11905183748461,1.0028022187193
"chrX",10356075,1.08102070753388,0.956273955149526
"chrX",10376075,0.95437269146153,0.84688485750463
"chrX",10396075,0.911294524013463,0.80969607386614
"chrX",10416075,0.743531167761517,0.651950850669904
"chrX",10436075,0.765610889587767,0.685154673263155
"chrX",10456075,0.719063887373839,0.631202874285404
"chrX",10476075,0.813175630178276,0.722259770079488
"chrX",10496075,0.626370093457532,0.54091447779784
"chrX",10516075,0.475223450755675,0.390173492287346
"chrX",10536075,0.62786088038607,0.527448328026095
"chrX",10556075,0.508922105237147,0.423437905040475
"chrX",10576075,0.46705992939944,0.389472587222226
"chrX",10596075,0.438236155068685,0.358697713911329
"chrX",10616075,0.432328843777288,0.346639560899389
"chrX",10636075,0.429530903691028,0.348494179765118
"chrX",10656075,0.521005914693289,0.438117855868957
"chrX",10676075,0.545361676077966,0.44865572930427
"chrX",10696075,0.959386579914847,0.830202820625717
"chrX",10716075,1.49483518164102,1.3282741914875
"chrX",10736075,1.37945390415007,1.21966511887588
"chrX",10756075,1.36137417756481,1.20114877648237
"chrX",10776075,1.34848662404677,1.18999056412919
"chrX",10796075,1.26957113802531,1.1152172606041
"chrX",10816075,1.03092309800958,0.890332762405971
"chrX",10836075,0.863454576119335,0.73750831706822
"chrX",10856075,0.806908553102359,0.70831744253896
"chrX",10876075,0.774009294070243,0.676895139420241
"chrX",10896075,0.724517581943666,0.637746054629339
"chrX",10916075,0.703284455595082,0.6225226745013
"chrX",10936075,0.707829835360558,0.624655350945775
"chrX",10956075,0.685737201563235,0.597041979323227
"chrX",10976075,0.422400795484596,0.348583188561031
"chrX",10996075,0.386983639492661,0.323395833071226
"chrX",11016075,0.299877718027721,0.243545857666856
"chrX",11036075,0.300208074218572,0.246171749225951
"chrX",11056075,0.23961118046712,0.197636284772387
"chrX",11076075,0.211428291829435,0.177729143352002
"chrX",11096075,0.110633687488454,0.0922096753567623
"chrX",11116075,0.0795034329442705,0.0606911538650672
"chrX",11136075,0.0864439748273715,0.0702604533802976
"chrX",11156075,0.104372729527292,0.0885375188045129
"chrX",11176075,0.134114726878282,0.10779520035908
"chrX",11196075,0.153026958638081,0.117519164266225
"chrX",11216075,0.16329244668473,0.122383581981425
"chrX",11236075,0.234174488785437,0.183514140638781
"chrX",11256075,0.207525514088298,0.159208282642916
"chrX",11276075,0.194468836326711,0.146959537579764
"chrX",11296075,0.226491055512464,0.172884690563976
